Rat,Day,Shank,Id,Region,Type,SessID,NREM,REM,WAKE_HOMECAGE,SLEEP,tot_spikes,pInc,pDec,surprise,delta_NREM,delta_REM,delta_WAKE_HOMECAGE
8,3,18,7,BLA,Int,155,2.721762797027112,5.620945945945946,2.8445798652397936,3.1106679960119643,89868,0.0,1.0,36.04365338911715,0.35702017,-0.31674033,-0.30956286
8,3,18,8,BLA,Int,156,6.607453156076625,6.254729729729729,7.344802814110186,6.560137768512644,184853,0.9999999510150192,5.18405776362778e-08,-16.775092589021156,0.34283352,0.36311662,1.3086597
8,3,18,9,BLA,Pyr,157,0.4559824139013922,0.11689189189189189,1.103844629409433,0.41049578537115927,14142,1.0,8.49031275157434e-118,-36.04365338911715,0.03064527,0.0034718849,-0.80189097
8,3,19,2,BLA,Pyr,158,0.1960640636449283,0.10067567567567567,0.06267340467697186,0.18326837668811746,2810,1.0,4.4048521267658586e-20,-36.043455031887284,-0.06830211,-0.67905784,0.0038489103
8,3,19,3,BLA,Pyr,159,0.19595938448654873,0.31013513513513513,0.09475326991676575,0.21127526511374967,3610,0.0,1.0,36.04365338911715,-0.10599595,0.029982425,0.1394766
8,3,19,4,BLA,Pyr,160,0.20820684601695802,0.27837837837837837,0.13575108997225524,0.2176198676697181,4138,1.0317979026730484e-08,0.9999999923528822,18.389377897646227,0.23245464,-0.6432631,0.7142189
8,3,19,5,BLA,Pyr,161,0.2753061865382602,0.2418918918918919,0.060443915973047956,0.2708238919604822,3965,0.9941257512086268,0.0067953826840023105,-4.985620344437956,0.027065799,0.043734908,0.6378408
8,3,19,6,BLA,Int,162,5.269548832827384,5.52027027027027,5.081624058660325,5.303181364995921,140761,1.5538711236162683e-05,0.9999852033254304,11.072161351701357,0.58387977,1.201716,1.2288526
8,3,19,7,BLA,Int,163,24.612791793153985,28.831756756756757,31.331004756242567,25.178736517719567,712197,0.0,1.0,36.04365338911715,-0.63714415,0.3130363,0.45540157
8,3,19,8,BLA,Int,164,7.424997383021041,8.461486486486486,4.974856321839081,7.564035167225596,167989,0.0,1.0,36.04365338911715,-0.6173416,-0.38377607,1.5652187
8,3,19,9,BLA,Int,165,3.763529781220559,3.4554054054054055,3.0504359889021004,3.7221970452279525,89088,0.9999999997198943,3.057215870606745e-10,-21.908345547767784,-1.5656164,-1.2956295,0.7018112
8,3,19,10,BLA,Pyr,166,0.46550821731393277,0.7554054054054054,0.20313119302417756,0.5043959031994925,8927,0.0,1.0,36.04365338911715,-0.49827015,-0.33312288,-0.48126724
8,3,19,11,BLA,Pyr,167,0.2374123312048571,0.4331081081081081,0.0056975822433610775,0.26366355479017495,3063,0.0,1.0,36.04365338911715,0.13508129,0.22875373,0.33377355
8,3,19,12,BLA,Pyr,168,0.47660420810216686,0.7966216216216216,0.3871878715814506,0.5195323121544457,10560,0.0,1.0,36.04365338911715,0.104987174,0.36481977,-0.23287496
8,3,20,2,DEn,Pyr,169,0.4324296032659897,0.2168918918918919,0.9036860879904874,0.4035167225595939,13740,1.0,2.0193369094147698e-44,-36.04365338911715,-0.17437017,-0.08559992,0.7348206
8,3,20,3,DEn,Pyr,170,0.311106458704072,1.0216216216216216,0.04322730875941339,0.40641711229946526,5163,0.0,1.0,36.04365338911715,0.239592,-0.15047073,0.21902433
8,3,20,4,DEn,Pyr,171,0.36595833769496494,0.5581081081081081,0.11221759809750297,0.3917338892413668,6122,0.0,1.0,36.04365338911715,-0.24324487,0.08613454,-0.037742663
8,3,20,5,DEn,Pyr,172,0.20726473359154193,0.3452702702702703,0.16423900118906062,0.22577721381310614,4958,0.0,1.0,36.04365338911715,0.08700129,-0.30078995,-0.31686473
8,3,20,6,DEn,Pyr,173,0.33476394849785407,0.6459459459459459,0.3424742370194213,0.3765068431070425,9825,0.0,1.0,36.04365338911715,0.006827146,0.42169273,-0.57424015
8,3,20,7,DEn,Pyr,174,0.10938972050664712,0.3168918918918919,0.02724930638129211,0.13722468956766065,1947,0.0,1.0,36.04365338911715,0.27817044,0.1347126,-1.8303759
8,3,20,8,DEn,Pyr,175,1.0518161833978854,0.9047297297297298,1.2018182718985335,1.032085561497326,36970,0.9999999925670146,8.678986201927395e-09,-18.56236107909128,0.046596453,-0.0029140413,0.19564599
8,3,20,9,DEn,Pyr,176,0.817648906102795,0.581081081081081,1.4761692429647244,0.7859149823257501,39630,1.0,1.5059424510054327e-26,-36.04365338904933,-0.5938201,0.18390024,-0.5404665
8,3,20,10,DEn,Pyr,177,0.46561289647231235,0.6885135135135135,0.21056282203725724,0.4955134596211366,8029,0.0,1.0,36.04365338911715,-0.011785299,-0.3077905,0.34250146
8,3,20,11,DEn,Pyr,178,1.036009630482571,0.4358108108108108,2.3752724930638127,0.9554971449288499,44751,1.0,1.6365658946371276e-145,-36.04365338911715,-0.93195474,-0.14004734,-0.16763932
8,3,20,12,DEn,Pyr,179,0.12896472312362608,0.13175675675675674,0.12683313515655964,0.12933925496238557,2962,0.39199839772909795,0.6353177668738496,0.48286754164166273,-0.064884,-0.34957662,0.16485299
8,3,20,13,DEn,Pyr,180,0.8247670888726054,0.5006756756756757,0.408863456202933,0.7812924861778301,12820,1.0,7.73992391601019e-50,-36.04365338911715,-0.27837348,-0.146541,0.22778337
8,3,20,14,DEn,Pyr,181,0.4971213231445619,0.9371621621621622,0.05264070550931431,0.5561497326203209,6898,0.0,1.0,36.04365338911715,0.24422827,1.1544259,0.0024466962
8,3,20,15,DEn,Pyr,182,0.4631005966712028,0.6614864864864864,0.1751387237415775,0.489712680141394,7563,0.0,1.0,36.04365338911715,0.056757346,0.0073022805,0.027826726
8,3,20,16,DEn,Int,183,17.1055165916466,21.166216216216217,16.729092350376536,17.650231124807394,456395,0.0,1.0,36.04365338911715,-0.8113075,-0.20215753,0.44208944
8,3,20,17,DEn,Pyr,184,0.109180362189888,0.3932432432432432,0.07555489496630995,0.14728541647783921,2715,0.0,1.0,36.04365338911715,0.15254973,-0.13272366,0.00314112
8,3,20,18,DEn,Pyr,185,0.3786245158588925,0.6351351351351351,0.15333927863654379,0.4130336263935466,6581,0.0,1.0,36.04365338911715,0.0057146624,0.30531064,0.13717893
8,3,20,19,DEn,Pyr,186,0.26117450015701876,0.8040540540540541,0.2296373365041617,0.3339980059820538,7652,0.0,1.0,36.04365338911715,0.024453374,-0.25167513,-0.18163736
8,3,20,20,DEn,Int,187,3.0291008060295197,4.443243243243243,5.1376089972255246,3.2187981510015407,109355,0.0,1.0,36.04365338911715,-1.1569833,-1.0274839,0.4199866
8,3,20,21,DEn,Pyr,188,0.28943787291950174,0.5662162162162162,0.05264070550931431,0.32656575727363363,4550,0.0,1.0,36.04365338911715,0.12303321,0.10379289,0.36956674
8,3,20,22,DEn,Pyr,189,0.9056840783000105,0.5047297297297297,1.9584819659135948,0.851898848907822,38592,1.0,3.006455101142322e-70,-36.04365338911715,0.13306296,0.38590235,-0.35358077
8,4,1,2,Hpc,Int,0,3.4200326397388823,3.258868648130393,4.574337833020783,3.391757779646762,90337,0.9977633723360708,0.0023589447063967896,-6.047301785604629,,,0.4838868
8,4,1,3,Hpc,Pyr,1,3.4288045695634435,3.4688398849472675,1.8656913038761371,3.4358284272497897,70301,0.244671043241951,0.7605313495713106,1.1341027054694204,,,-0.30837768
8,4,1,4,Hpc,Pyr,2,1.9798041615667075,1.6318312559923298,1.6783162593183825,1.9187552565180823,39811,0.9999999999999999,9.814142948689163e-17,-35.677629489484616,,,-0.32254872
8,4,1,5,Hpc,Pyr,3,1.6232150142798858,0.9415148609779482,2.754366659950715,1.5036164844407065,34859,1.0,9.607705018138389e-79,-36.04365338911715,,,-0.9943812
8,4,1,6,Hpc,Pyr,4,1.2278661770705834,0.7938638542665388,1.4593245819320242,1.1517241379310346,36394,1.0,6.752518664294172e-42,-36.04365338911715,,,-0.23619848
